"","origin","destination","amount","year"
"7442","Lakes","Hutt Valley",8,"2019"
"7443","Bay of Plenty","Hutt Valley",7,"2019"
"7444","Tairawhiti","Hutt Valley",6,"2019"
"7445","Taranaki","Hutt Valley",12,"2019"
"7446","Hawkes Bay","Hutt Valley",21,"2019"
"7447","Mid Central","Hutt Valley",49,"2019"
"7448","Whanganui","Hutt Valley",14,"2019"
"7449","Capital and Coast","Hutt Valley",563,"2019"
"7450","Hutt","Hutt Valley",4095,"2019"
"7451","Wairarapa","Hutt Valley",83,"2019"
"7452","Nelson Marlborough","Hutt Valley",8,"2019"
"7453","West Coast","Hutt Valley",0,"2019"
"7454","Canterbury","Hutt Valley",10,"2019"
"7455","South Canterbury","Hutt Valley",1,"2019"
"7456","Otago","Hutt Valley",0,"2019"
"7457","Southland","Hutt Valley",10,"2019"
"7458","Unknown","Hutt Valley",38,"2019"
"7459","Northland","Wairarapa",2,"2019"
"7460","Waitemata","Wairarapa",3,"2019"
"7461","Auckland","Wairarapa",2,"2019"
"7462","Counties Manukau","Wairarapa",4,"2019"
"7463","Waikato","Wairarapa",2,"2019"
"7464","Lakes","Wairarapa",2,"2019"
"7465","Bay of Plenty","Wairarapa",5,"2019"
"7466","Tairawhiti","Wairarapa",0,"2019"
"7467","Taranaki","Wairarapa",1,"2019"
"7468","Hawkes Bay","Wairarapa",11,"2019"
"7469","Mid Central","Wairarapa",25,"2019"
"7470","Whanganui","Wairarapa",4,"2019"
"7471","Capital and Coast","Wairarapa",26,"2019"
"7472","Hutt","Wairarapa",19,"2019"
"7473","Wairarapa","Wairarapa",1196,"2019"
"7474","Nelson Marlborough","Wairarapa",4,"2019"
"7475","West Coast","Wairarapa",0,"2019"
"7476","Canterbury","Wairarapa",2,"2019"
"7477","South Canterbury","Wairarapa",1,"2019"
"7478","Otago","Wairarapa",0,"2019"
"7479","Southland","Wairarapa",3,"2019"
"7480","Unknown","Wairarapa",12,"2019"
"7481","Northland","Nelson Marlborough",2,"2019"
"7482","Waitemata","Nelson Marlborough",7,"2019"
"7483","Auckland","Nelson Marlborough",20,"2019"
"7484","Counties Manukau","Nelson Marlborough",11,"2019"
"7485","Waikato","Nelson Marlborough",9,"2019"
"7486","Lakes","Nelson Marlborough",0,"2019"
"7487","Bay of Plenty","Nelson Marlborough",12,"2019"
"7488","Tairawhiti","Nelson Marlborough",3,"2019"
"7489","Taranaki","Nelson Marlborough",6,"2019"
"7490","Hawkes Bay","Nelson Marlborough",12,"2019"
"7491","Mid Central","Nelson Marlborough",12,"2019"
"7492","Whanganui","Nelson Marlborough",4,"2019"
"7493","Capital and Coast","Nelson Marlborough",38,"2019"
"7494","Hutt","Nelson Marlborough",5,"2019"
"7495","Wairarapa","Nelson Marlborough",3,"2019"
"7496","Nelson Marlborough","Nelson Marlborough",4916,"2019"
"7497","West Coast","Nelson Marlborough",28,"2019"
"7498","Canterbury","Nelson Marlborough",126,"2019"
"7499","South Canterbury","Nelson Marlborough",2,"2019"
"7500","Otago","Nelson Marlborough",0,"2019"
"7501","Southland","Nelson Marlborough",25,"2019"
"7502","Unknown","Nelson Marlborough",24,"2019"
"7503","Northland","West Coast",2,"2019"
"7504","Waitemata","West Coast",3,"2019"
"7505","Auckland","West Coast",2,"2019"
"7506","Counties Manukau","West Coast",0,"2019"
"7507","Waikato","West Coast",1,"2019"
"7508","Lakes","West Coast",0,"2019"
"7509","Bay of Plenty","West Coast",4,"2019"
"7510","Tairawhiti","West Coast",0,"2019"
"7511","Taranaki","West Coast",1,"2019"
"7512","Hawkes Bay","West Coast",0,"2019"
"7513","Mid Central","West Coast",3,"2019"
"7514","Whanganui","West Coast",1,"2019"
"7515","Capital and Coast","West Coast",4,"2019"
"7516","Hutt","West Coast",6,"2019"
"7517","Wairarapa","West Coast",0,"2019"
"7518","Nelson Marlborough","West Coast",30,"2019"
"7519","West Coast","West Coast",1368,"2019"
"7520","Canterbury","West Coast",57,"2019"
"7521","South Canterbury","West Coast",5,"2019"
"7522","Otago","West Coast",0,"2019"
"7523","Southland","West Coast",18,"2019"
"7524","Unknown","West Coast",9,"2019"
"7525","Northland","Canterbury",16,"2019"
"7526","Waitemata","Canterbury",34,"2019"
"7527","Auckland","Canterbury",46,"2019"
"7528","Counties Manukau","Canterbury",41,"2019"
"7529","Waikato","Canterbury",45,"2019"
"7530","Lakes","Canterbury",19,"2019"
"7531","Bay of Plenty","Canterbury",27,"2019"
"7532","Tairawhiti","Canterbury",6,"2019"
"7533","Taranaki","Canterbury",17,"2019"
"7534","Hawkes Bay","Canterbury",20,"2019"
"7535","Mid Central","Canterbury",32,"2019"
"7536","Whanganui","Canterbury",6,"2019"
"7537","Capital and Coast","Canterbury",52,"2019"
"7538","Hutt","Canterbury",18,"2019"
"7539","Wairarapa","Canterbury",6,"2019"
"7540","Nelson Marlborough","Canterbury",228,"2019"
"7541","West Coast","Canterbury",107,"2019"
"7542","Canterbury","Canterbury",12369,"2019"
"7543","South Canterbury","Canterbury",133,"2019"
"7544","Otago","Canterbury",0,"2019"
"7545","Southland","Canterbury",278,"2019"
"7546","Unknown","Canterbury",53,"2019"
"7547","Northland","South Canterbury",2,"2019"
"7548","Waitemata","South Canterbury",7,"2019"
"7549","Auckland","South Canterbury",6,"2019"
"7550","Counties Manukau","South Canterbury",7,"2019"
"7551","Waikato","South Canterbury",10,"2019"
"7552","Lakes","South Canterbury",0,"2019"
"7553","Bay of Plenty","South Canterbury",2,"2019"
"7554","Tairawhiti","South Canterbury",1,"2019"
"7555","Taranaki","South Canterbury",2,"2019"
"7556","Hawkes Bay","South Canterbury",4,"2019"
"7557","Mid Central","South Canterbury",1,"2019"
"7558","Whanganui","South Canterbury",2,"2019"
"7559","Capital and Coast","South Canterbury",4,"2019"
"7560","Hutt","South Canterbury",1,"2019"
"7561","Wairarapa","South Canterbury",3,"2019"
"7562","Nelson Marlborough","South Canterbury",5,"2019"
"7563","West Coast","South Canterbury",4,"2019"
"7564","Canterbury","South Canterbury",103,"2019"
"7565","South Canterbury","South Canterbury",2226,"2019"
"7566","Otago","South Canterbury",0,"2019"
"7567","Southland","South Canterbury",54,"2019"
"7568","Unknown","South Canterbury",4,"2019"
"7569","Northland","Southern",11,"2019"
"7570","Waitemata","Southern",24,"2019"
"7571","Auckland","Southern",25,"2019"
"7572","Counties Manukau","Southern",31,"2019"
"7573","Waikato","Southern",20,"2019"
"7574","Lakes","Southern",7,"2019"
"7575","Bay of Plenty","Southern",14,"2019"
"7576","Tairawhiti","Southern",4,"2019"
"7577","Taranaki","Southern",10,"2019"
"7578","Hawkes Bay","Southern",10,"2019"
"7579","Mid Central","Southern",13,"2019"
"7580","Whanganui","Southern",6,"2019"
"7581","Capital and Coast","Southern",30,"2019"
"7582","Hutt","Southern",7,"2019"
"7583","Wairarapa","Southern",2,"2019"
"7584","Nelson Marlborough","Southern",49,"2019"
"7585","West Coast","Southern",16,"2019"
"7586","Canterbury","Southern",172,"2019"
"7587","South Canterbury","Southern",73,"2019"
"7588","Otago","Southern",0,"2019"
"7589","Southland","Southern",9818,"2019"
"7590","Unknown","Southern",31,"2019"
"7591","Northland","Waitematā",705,"2020"
"7592","Waitemata","Waitematā",18838,"2020"
"7593","Auckland","Waitematā",5436,"2020"
"7594","Counties Manukau","Waitematā",5110,"2020"
"7595","Waikato","Waitematā",410,"2020"
"7596","Lakes","Waitematā",94,"2020"
"7597","Bay of Plenty","Waitematā",127,"2020"
"7598","Tairawhiti","Waitematā",23,"2020"
"7599","Taranaki","Waitematā",36,"2020"
"7600","Hawkes Bay","Waitematā",58,"2020"
"7601","Mid Central","Waitematā",57,"2020"
"7602","Whanganui","Waitematā",23,"2020"
"7603","Capital and Coast","Waitematā",76,"2020"
"7604","Hutt","Waitematā",33,"2020"
"7605","Wairarapa","Waitematā",8,"2020"
"7606","Nelson Marlborough","Waitematā",31,"2020"
"7607","West Coast","Waitematā",3,"2020"
"7608","Canterbury","Waitematā",71,"2020"
"7609","South Canterbury","Waitematā",5,"2020"
"7610","Otago","Waitematā",0,"2020"
"7611","Southland","Waitematā",56,"2020"
"7612","Unknown","Waitematā",40,"2020"
"7613","Northland","Auckland",218,"2020"
"7614","Waitemata","Auckland",1893,"2020"
"7615","Auckland","Auckland",11575,"2020"
"7616","Counties Manukau","Auckland",1265,"2020"
"7617","Waikato","Auckland",270,"2020"
"7618","Lakes","Auckland",75,"2020"
"7619","Bay of Plenty","Auckland",140,"2020"
"7620","Tairawhiti","Auckland",25,"2020"
"7621","Taranaki","Auckland",60,"2020"
"7622","Hawkes Bay","Auckland",77,"2020"
"7623","Mid Central","Auckland",57,"2020"
"7624","Whanganui","Auckland",20,"2020"
"7625","Capital and Coast","Auckland",105,"2020"
"7626","Hutt","Auckland",29,"2020"
"7627","Wairarapa","Auckland",7,"2020"
"7628","Nelson Marlborough","Auckland",39,"2020"
"7629","West Coast","Auckland",3,"2020"
"7630","Canterbury","Auckland",99,"2020"
"7631","South Canterbury","Auckland",6,"2020"
"7632","Otago","Auckland",0,"2020"
"7633","Southland","Auckland",68,"2020"
"7634","Unknown","Auckland",36,"2020"
"7635","Northland","Counties
Manukau",146,"2020"
"7636","Waitemata","Counties
Manukau",429,"2020"
"7637","Auckland","Counties
Manukau",1282,"2020"
"7638","Counties Manukau","Counties
Manukau",13374,"2020"
"7639","Waikato","Counties
Manukau",209,"2020"
"7640","Lakes","Counties
Manukau",52,"2020"
"7641","Bay of Plenty","Counties
Manukau",73,"2020"
"7642","Tairawhiti","Counties
Manukau",10,"2020"
"7643","Taranaki","Counties
Manukau",19,"2020"
"7644","Hawkes Bay","Counties
Manukau",42,"2020"
"7645","Mid Central","Counties
Manukau",22,"2020"
"7646","Whanganui","Counties
Manukau",7,"2020"
"7647","Capital and Coast","Counties
Manukau",40,"2020"
"7648","Hutt","Counties
Manukau",33,"2020"
"7649","Wairarapa","Counties
Manukau",2,"2020"
"7650","Nelson Marlborough","Counties
Manukau",12,"2020"
"7651","West Coast","Counties
Manukau",0,"2020"
"7652","Canterbury","Counties
Manukau",41,"2020"
"7653","South Canterbury","Counties
Manukau",4,"2020"
"7654","Otago","Counties
Manukau",0,"2020"
"7655","Southland","Counties
Manukau",27,"2020"
"7656","Unknown","Counties
Manukau",52,"2020"
"7657","Northland","Waikato",81,"2020"
"7658","Waitemata","Waikato",155,"2020"
"7659","Auckland","Waikato",170,"2020"
"7660","Counties Manukau","Waikato",264,"2020"
"7661","Waikato","Waikato",13821,"2020"
"7662","Lakes","Waikato",251,"2020"
"7663","Bay of Plenty","Waikato",399,"2020"
"7664","Tairawhiti","Waikato",36,"2020"
"7665","Taranaki","Waikato",114,"2020"
"7666","Hawkes Bay","Waikato",57,"2020"
"7667","Mid Central","Waikato",63,"2020"
"7668","Whanganui","Waikato",37,"2020"
"7669","Capital and Coast","Waikato",50,"2020"
"7670","Hutt","Waikato",34,"2020"
"7671","Wairarapa","Waikato",5,"2020"
"7672","Nelson Marlborough","Waikato",24,"2020"
"7673","West Coast","Waikato",7,"2020"
"7674","Canterbury","Waikato",50,"2020"
"7675","South Canterbury","Waikato",5,"2020"
"7676","Otago","Waikato",0,"2020"
"7677","Southland","Waikato",55,"2020"
"7678","Unknown","Waikato",28,"2020"
"7679","Northland","Lakes",11,"2020"
"7680","Waitemata","Lakes",28,"2020"
"7681","Auckland","Lakes",27,"2020"
"7682","Counties Manukau","Lakes",32,"2020"
"7683","Waikato","Lakes",116,"2020"
"7684","Lakes","Lakes",3606,"2020"
"7685","Bay of Plenty","Lakes",128,"2020"
"7686","Tairawhiti","Lakes",6,"2020"
"7687","Taranaki","Lakes",5,"2020"
"7688","Hawkes Bay","Lakes",18,"2020"
"7689","Mid Central","Lakes",23,"2020"
"7690","Whanganui","Lakes",6,"2020"
"7691","Capital and Coast","Lakes",8,"2020"
"7692","Hutt","Lakes",7,"2020"
"7693","Wairarapa","Lakes",1,"2020"
"7694","Nelson Marlborough","Lakes",5,"2020"
"7695","West Coast","Lakes",2,"2020"
"7696","Canterbury","Lakes",16,"2020"
"7697","South Canterbury","Lakes",0,"2020"
"7698","Otago","Lakes",0,"2020"
"7699","Southland","Lakes",7,"2020"
"7700","Unknown","Lakes",17,"2020"
"7701","Northland","Bay of
Plenty",27,"2020"
"7702","Waitemata","Bay of
Plenty",53,"2020"
"7703","Auckland","Bay of
Plenty",72,"2020"
"7704","Counties Manukau","Bay of
Plenty",76,"2020"
"7705","Waikato","Bay of
Plenty",254,"2020"
"7706","Lakes","Bay of
Plenty",119,"2020"
"7707","Bay of Plenty","Bay of
Plenty",8827,"2020"
"7708","Tairawhiti","Bay of
Plenty",26,"2020"
"7709","Taranaki","Bay of
Plenty",18,"2020"
"7710","Hawkes Bay","Bay of
Plenty",21,"2020"
"7711","Mid Central","Bay of
Plenty",28,"2020"
"7712","Whanganui","Bay of
Plenty",11,"2020"
"7713","Capital and Coast","Bay of
Plenty",22,"2020"
"7714","Hutt","Bay of
Plenty",11,"2020"
"7715","Wairarapa","Bay of
Plenty",4,"2020"
"7716","Nelson Marlborough","Bay of
Plenty",11,"2020"
"7717","West Coast","Bay of
Plenty",3,"2020"
"7718","Canterbury","Bay of
Plenty",15,"2020"
"7719","South Canterbury","Bay of
Plenty",1,"2020"
"7720","Otago","Bay of
Plenty",0,"2020"
"7721","Southland","Bay of
Plenty",18,"2020"
"7722","Unknown","Bay of
Plenty",73,"2020"
"7723","Northland","Tairāwhiti",0,"2020"
"7724","Waitemata","Tairāwhiti",6,"2020"
"7725","Auckland","Tairāwhiti",4,"2020"
"7726","Counties Manukau","Tairāwhiti",4,"2020"
"7727","Waikato","Tairāwhiti",13,"2020"
"7728","Lakes","Tairāwhiti",6,"2020"
"7729","Bay of Plenty","Tairāwhiti",11,"2020"
"7730","Tairawhiti","Tairāwhiti",1490,"2020"
"7731","Taranaki","Tairāwhiti",2,"2020"
"7732","Hawkes Bay","Tairāwhiti",32,"2020"
"7733","Mid Central","Tairāwhiti",4,"2020"
"7734","Whanganui","Tairāwhiti",1,"2020"
"7735","Capital and Coast","Tairāwhiti",6,"2020"
"7736","Hutt","Tairāwhiti",6,"2020"
"7737","Wairarapa","Tairāwhiti",1,"2020"
"7738","Nelson Marlborough","Tairāwhiti",1,"2020"
"7739","West Coast","Tairāwhiti",0,"2020"
"7740","Canterbury","Tairāwhiti",2,"2020"
"7741","South Canterbury","Tairāwhiti",0,"2020"
"7742","Otago","Tairāwhiti",0,"2020"
"7743","Southland","Tairāwhiti",0,"2020"
"7744","Unknown","Tairāwhiti",4,"2020"
"7745","Northland","Taranaki",13,"2020"
"7746","Waitemata","Taranaki",12,"2020"
"7747","Auckland","Taranaki",13,"2020"
"7748","Counties Manukau","Taranaki",23,"2020"
"7749","Waikato","Taranaki",37,"2020"
"7750","Lakes","Taranaki",5,"2020"
"7751","Bay of Plenty","Taranaki",15,"2020"
"7752","Tairawhiti","Taranaki",2,"2020"
"7753","Taranaki","Taranaki",4425,"2020"
"7754","Hawkes Bay","Taranaki",8,"2020"
"7755","Mid Central","Taranaki",23,"2020"
"7756","Whanganui","Taranaki",28,"2020"
"7757","Capital and Coast","Taranaki",26,"2020"
"7758","Hutt","Taranaki",4,"2020"
"7759","Wairarapa","Taranaki",3,"2020"
"7760","Nelson Marlborough","Taranaki",9,"2020"
"7761","West Coast","Taranaki",0,"2020"
"7762","Canterbury","Taranaki",19,"2020"
"7763","South Canterbury","Taranaki",3,"2020"
"7764","Otago","Taranaki",0,"2020"
"7765","Southland","Taranaki",4,"2020"
"7766","Unknown","Taranaki",34,"2020"
"7767","Northland","Hawkes Bay",20,"2020"
"7768","Waitemata","Hawkes Bay",27,"2020"
"7769","Auckland","Hawkes Bay",35,"2020"
"7770","Counties Manukau","Hawkes Bay",39,"2020"
"7771","Waikato","Hawkes Bay",52,"2020"
"7772","Lakes","Hawkes Bay",24,"2020"
"7773","Bay of Plenty","Hawkes Bay",22,"2020"
"7774","Tairawhiti","Hawkes Bay",39,"2020"
"7775","Taranaki","Hawkes Bay",15,"2020"
"7776","Hawkes Bay","Hawkes Bay",5252,"2020"
"7777","Mid Central","Hawkes Bay",68,"2020"
"7778","Whanganui","Hawkes Bay",17,"2020"
"7779","Capital and Coast","Hawkes Bay",65,"2020"
"7780","Hutt","Hawkes Bay",23,"2020"
"7781","Wairarapa","Hawkes Bay",9,"2020"
"7782","Nelson Marlborough","Hawkes Bay",10,"2020"
"7783","West Coast","Hawkes Bay",5,"2020"
"7784","Canterbury","Hawkes Bay",26,"2020"
"7785","South Canterbury","Hawkes Bay",2,"2020"
"7786","Otago","Hawkes Bay",0,"2020"
"7787","Southland","Hawkes Bay",16,"2020"
"7788","Unknown","Hawkes Bay",83,"2020"
"7789","Northland","MidCentral",6,"2020"
"7790","Waitemata","MidCentral",20,"2020"
"7791","Auckland","MidCentral",15,"2020"
"7792","Counties Manukau","MidCentral",15,"2020"
"7793","Waikato","MidCentral",28,"2020"
"7794","Lakes","MidCentral",20,"2020"
"7795","Bay of Plenty","MidCentral",20,"2020"
"7796","Tairawhiti","MidCentral",7,"2020"
"7797","Taranaki","MidCentral",11,"2020"
"7798","Hawkes Bay","MidCentral",33,"2020"
"7799","Mid Central","MidCentral",5236,"2020"
"7800","Whanganui","MidCentral",79,"2020"
"7801","Capital and Coast","MidCentral",108,"2020"
"7802","Hutt","MidCentral",29,"2020"
"7803","Wairarapa","MidCentral",22,"2020"
"7804","Nelson Marlborough","MidCentral",13,"2020"
"7805","West Coast","MidCentral",1,"2020"
"7806","Canterbury","MidCentral",21,"2020"
"7807","South Canterbury","MidCentral",1,"2020"
"7808","Otago","MidCentral",0,"2020"
"7809","Southland","MidCentral",5,"2020"
"7810","Unknown","MidCentral",16,"2020"
"7811","Northland","Whanganui",7,"2020"
"7812","Waitemata","Whanganui",12,"2020"
"7813","Auckland","Whanganui",10,"2020"
"7814","Counties Manukau","Whanganui",15,"2020"
"7815","Waikato","Whanganui",24,"2020"
"7816","Lakes","Whanganui",6,"2020"
"7817","Bay of Plenty","Whanganui",12,"2020"
"7818","Tairawhiti","Whanganui",2,"2020"
"7819","Taranaki","Whanganui",49,"2020"
"7820","Hawkes Bay","Whanganui",4,"2020"
"7821","Mid Central","Whanganui",71,"2020"
"7822","Whanganui","Whanganui",3039,"2020"
"7823","Capital and Coast","Whanganui",32,"2020"
"7824","Hutt","Whanganui",9,"2020"
"7825","Wairarapa","Whanganui",9,"2020"
"7826","Nelson Marlborough","Whanganui",4,"2020"
"7827","West Coast","Whanganui",0,"2020"
"7828","Canterbury","Whanganui",7,"2020"
"7829","South Canterbury","Whanganui",0,"2020"
"7830","Otago","Whanganui",0,"2020"
"7831","Southland","Whanganui",5,"2020"
"7832","Unknown","Whanganui",31,"2020"
"7833","Northland","Capital and
Coast",23,"2020"
"7834","Waitemata","Capital and
Coast",49,"2020"
"7835","Auckland","Capital and
Coast",79,"2020"
"7836","Counties Manukau","Capital and
Coast",74,"2020"
"7837","Waikato","Capital and
Coast",88,"2020"
"7838","Lakes","Capital and
Coast",43,"2020"
"7839","Bay of Plenty","Capital and
Coast",43,"2020"
"7840","Tairawhiti","Capital and
Coast",108,"2020"
"7841","Taranaki","Capital and
Coast",114,"2020"
"7842","Hawkes Bay","Capital and
Coast",405,"2020"
"7843","Mid Central","Capital and
Coast",530,"2020"
"7844","Whanganui","Capital and
Coast",228,"2020"
"7845","Capital and Coast","Capital and
Coast",8499,"2020"
"7846","Hutt","Capital and
Coast",2268,"2020"
"7847","Wairarapa","Capital and
Coast",222,"2020"
"7848","Nelson Marlborough","Capital and
Coast",60,"2020"
"7849","West Coast","Capital and
Coast",4,"2020"
"7850","Canterbury","Capital and
Coast",55,"2020"
"7851","South Canterbury","Capital and
Coast",3,"2020"
"7852","Otago","Capital and
Coast",0,"2020"
"7853","Southland","Capital and
Coast",49,"2020"
"7854","Unknown","Capital and
Coast",98,"2020"
"7855","Northland","Hutt Valley",4,"2020"
"7856","Waitemata","Hutt Valley",3,"2020"
"7857","Auckland","Hutt Valley",6,"2020"
"7858","Counties Manukau","Hutt Valley",9,"2020"
"7859","Waikato","Hutt Valley",9,"2020"
"7860","Lakes","Hutt Valley",3,"2020"
"7861","Bay of Plenty","Hutt Valley",7,"2020"
"7862","Tairawhiti","Hutt Valley",1,"2020"
"7863","Taranaki","Hutt Valley",3,"2020"
"7864","Hawkes Bay","Hutt Valley",23,"2020"
"7865","Mid Central","Hutt Valley",33,"2020"
"7866","Whanganui","Hutt Valley",12,"2020"
"7867","Capital and Coast","Hutt Valley",560,"2020"
"7868","Hutt","Hutt Valley",3940,"2020"
"7869","Wairarapa","Hutt Valley",81,"2020"
"7870","Nelson Marlborough","Hutt Valley",12,"2020"
"7871","West Coast","Hutt Valley",0,"2020"
"7872","Canterbury","Hutt Valley",15,"2020"
"7873","South Canterbury","Hutt Valley",1,"2020"
"7874","Otago","Hutt Valley",0,"2020"
"7875","Southland","Hutt Valley",7,"2020"
"7876","Unknown","Hutt Valley",48,"2020"
"7877","Northland","Wairarapa",1,"2020"
"7878","Waitemata","Wairarapa",5,"2020"
"7879","Auckland","Wairarapa",2,"2020"
"7880","Counties Manukau","Wairarapa",1,"2020"
"7881","Waikato","Wairarapa",6,"2020"
"7882","Lakes","Wairarapa",4,"2020"
"7883","Bay of Plenty","Wairarapa",4,"2020"
"7884","Tairawhiti","Wairarapa",2,"2020"
"7885","Taranaki","Wairarapa",4,"2020"
"7886","Hawkes Bay","Wairarapa",7,"2020"
"7887","Mid Central","Wairarapa",36,"2020"
"7888","Whanganui","Wairarapa",10,"2020"
"7889","Capital and Coast","Wairarapa",37,"2020"
"7890","Hutt","Wairarapa",23,"2020"
"7891","Wairarapa","Wairarapa",1303,"2020"
"7892","Nelson Marlborough","Wairarapa",1,"2020"
"7893","West Coast","Wairarapa",1,"2020"
"7894","Canterbury","Wairarapa",5,"2020"
"7895","South Canterbury","Wairarapa",0,"2020"
"7896","Otago","Wairarapa",0,"2020"
